# #nodes     | #leaves    | min depth  | max depth  | depth diff | %left      | %right     
    1            1            0            0            0          1.000          1.000        
    2            1            1            1            0          1.000          0.000        
    3            1            2            2            0          1.000          0.000        
    4            1            3            3            0          1.000          0.000        
    5            2            2            3            1          1.000          0.000        
    6            3            2            3            1          1.000          0.000        
    7            3            2            4            2          1.000          0.000        
    8            4            2            4            2          1.000          0.000        
    9            4            2            5            3          1.000          0.000        
   10            4            2            5            3          1.000          0.000        
   11            5            2            5            3          1.000          0.000        
   12            5            2            6            4          1.000          0.000        
   13            5            2            6            4          1.000          0.000        
   14            6            2            6            4          1.000          0.000        
   15            6            2            6            4          1.000          0.000        
   16            6            2            6            4          1.000          0.000        
   17            7            1            6            5          0.938          0.063        
   18            7            1            6            5          0.941          0.059        
   19            7            2            6            4          0.889          0.111        
   20            7            3            6            3          0.842          0.158        
   21            8            3            6            3          0.850          0.150        
   22            8            3            7            4          0.857          0.143        
   23            9            2            7            5          0.818          0.182        
   24           10            2            7            5          0.826          0.174        
   25           10            2            7            5          0.833          0.167        
   26           10            2            8            6          0.840          0.160        
   27           10            2            8            6          0.846          0.154        
   28           10            2            8            6          0.852          0.148        
   29           10            3            8            5          0.821          0.179        
   30           11            3            8            5          0.828          0.172        
   31           11            3            8            5          0.833          0.167        
   32           12            3            8            5          0.839          0.161        
   33           13            3            8            5          0.844          0.156        
   34           13            3            8            5          0.848          0.152        
   35           13            3            8            5          0.853          0.147        
   36           14            3            8            5          0.829          0.171        
   37           15            3            8            5          0.833          0.167        
   38           16            3            8            5          0.838          0.162        
   39           16            3            8            5          0.816          0.184        
   40           16            3            8            5          0.821          0.179        
   41           16            3            8            5          0.825          0.175        
   42           16            3            8            5          0.829          0.171        
   43           17            3            8            5          0.833          0.167        
   44           18            3            8            5          0.837          0.163        
   45           19            3            8            5          0.841          0.159        
   46           19            3            8            5          0.822          0.178        
   47           19            3            8            5          0.826          0.174        
   48           19            3            8            5          0.809          0.191        
   49           19            3            8            5          0.813          0.188        
   50           19            3            8            5          0.816          0.184        
   51           19            3            8            5          0.820          0.180        
   52           20            3            8            5          0.804          0.196        
   53           21            3            8            5          0.788          0.212        
   54           21            3            8            5          0.792          0.208        
   55           21            3            8            5          0.796          0.204        
   56           22            3            8            5          0.800          0.200        
   57           23            3            8            5          0.804          0.196        
   58           24            3            8            5          0.807          0.193        
   59           24            3            8            5          0.810          0.190        
   60           25            3            8            5          0.814          0.186        
   61           25            3            8            5          0.817          0.183        
   62           25            3            8            5          0.820          0.180        
   63           25            3            8            5          0.823          0.177        
   64           25            3            8            5          0.825          0.175        
   65           25            3            8            5          0.828          0.172        
   66           25            3            9            6          0.831          0.169        
   67           25            3           10            7          0.833          0.167        
   68           26            3           10            7          0.836          0.164        
   69           26            3           10            7          0.824          0.176        
   70           27            3           10            7          0.812          0.188        
   71           27            3           10            7          0.800          0.200        
   72           28            3           10            7          0.803          0.197        
   73           28            3           10            7          0.806          0.194        
   74           28            3           10            7          0.808          0.192        
   75           28            3           10            7          0.811          0.189        
   76           29            3           10            7          0.813          0.187        
   77           29            3           10            7          0.803          0.197        
   78           30            3           10            7          0.792          0.208        
   79           30            3           10            7          0.782          0.218        
   80           31            3           10            7          0.785          0.215        
   81           31            3           10            7          0.788          0.212        
   82           32            3           10            7          0.790          0.210        
   83           33            3           10            7          0.793          0.207        
   84           34            3           10            7          0.795          0.205        
   85           34            3           10            7          0.786          0.214        
   86           34            3           10            7          0.788          0.212        
   87           34            3           10            7          0.791          0.209        
   88           34            3           11            8          0.793          0.207        
   89           34            3           11            8          0.795          0.205        
   90           34            3           11            8          0.798          0.202        
   91           34            3           11            8          0.800          0.200        
   92           35            3           11            8          0.802          0.198        
   93           35            3           11            8          0.804          0.196        
   94           35            3           11            8          0.806          0.194        
   95           35            3           11            8          0.798          0.202        
   96           36            3           11            8          0.789          0.211        
   97           37            3           11            8          0.792          0.208        
   98           37            3           11            8          0.794          0.206        
   99           37            3           11            8          0.796          0.204        
  100           37            3           11            8          0.798          0.202        
  101           38            3           11            8          0.800          0.200        
  102           38            3           12            9          0.802          0.198        
  103           38            3           12            9          0.804          0.196        
  104           38            3           12            9          0.806          0.194        
  105           38            3           12            9          0.798          0.202        
  106           38            3           12            9          0.800          0.200        
  107           38            3           12            9          0.802          0.198        
  108           38            3           12            9          0.804          0.196        
  109           39            3           12            9          0.806          0.194        
  110           39            3           12            9          0.798          0.202        
  111           39            3           12            9          0.800          0.200        
  112           40            3           12            9          0.802          0.198        
  113           40            3           12            9          0.804          0.196        
  114           40            3           12            9          0.805          0.195        
  115           41            3           12            9          0.807          0.193        
  116           42            3           12            9          0.809          0.191        
  117           42            4           12            8          0.802          0.198        
  118           42            4           12            8          0.803          0.197        
  119           42            4           12            8          0.805          0.195        
  120           42            4           12            8          0.807          0.193        
  121           42            4           12            8          0.808          0.192        
  122           42            4           12            8          0.810          0.190        
  123           43            4           12            8          0.811          0.189        
  124           43            4           12            8          0.813          0.187        
  125           44            4           12            8          0.815          0.185        
  126           44            4           12            8          0.816          0.184        
  127           44            4           12            8          0.817          0.183        
  128           44            4           12            8          0.811          0.189        
  129           44            4           12            8          0.813          0.188        
  130           44            4           12            8          0.814          0.186        
  131           44            4           12            8          0.815          0.185        
  132           44            4           13            9          0.817          0.183        
  133           44            4           13            9          0.818          0.182        
  134           44            4           13            9          0.820          0.180        
  135           44            4           13            9          0.821          0.179        
  136           44            4           13            9          0.822          0.178        
  137           44            4           13            9          0.824          0.176        
  138           45            4           13            9          0.825          0.175        
  139           45            4           13            9          0.826          0.174        
  140           45            4           13            9          0.827          0.173        
  141           46            4           13            9          0.829          0.171        
  142           47            4           13            9          0.830          0.170        
  143           47            4           13            9          0.824          0.176        
  144           47            4           13            9          0.825          0.175        
  145           48            4           13            9          0.826          0.174        
  146           48            4           13            9          0.828          0.172        
  147           48            4           13            9          0.829          0.171        
  148           48            4           13            9          0.830          0.170        
  149           48            4           13            9          0.824          0.176        
  150           48            4           13            9          0.826          0.174        
  151           49            4           13            9          0.827          0.173        
  152           49            4           13            9          0.828          0.172        
  153           50            4           13            9          0.829          0.171        
  154           50            4           14           10          0.830          0.170        
  155           51            4           14           10          0.831          0.169        
  156           52            4           14           10          0.832          0.168        
  157           52            4           14           10          0.827          0.173        
  158           52            4           14           10          0.828          0.172        
  159           52            4           14           10          0.829          0.171        
  160           52            4           14           10          0.830          0.170        
  161           53            4           14           10          0.825          0.175        
  162           54            4           14           10          0.826          0.174        
  163           54            4           14           10          0.821          0.179        
  164           54            4           14           10          0.816          0.184        
  165           54            4           14           10          0.817          0.183        
  166           54            4           14           10          0.818          0.182        
  167           54            4           14           10          0.819          0.181        
  168           54            4           14           10          0.820          0.180        
  169           54            4           14           10          0.821          0.179        
  170           54            4           14           10          0.822          0.178        
  171           55            4           14           10          0.824          0.176        
  172           55            4           15           11          0.825          0.175        
  173           55            4           15           11          0.826          0.174        
  174           55            4           15           11          0.827          0.173        
  175           55            4           15           11          0.822          0.178        
  176           55            4           15           11          0.823          0.177        
  177           55            4           15           11          0.824          0.176        
  178           55            4           15           11          0.825          0.175        
  179           55            4           15           11          0.826          0.174        
  180           55            4           15           11          0.827          0.173        
  181           56            4           15           11          0.828          0.172        
  182           56            4           15           11          0.829          0.171        
  183           56            4           15           11          0.830          0.170        
  184           57            4           15           11          0.831          0.169        
  185           57            4           15           11          0.832          0.168        
  186           57            4           15           11          0.832          0.168        
  187           57            4           15           11          0.833          0.167        
  188           57            4           15           11          0.834          0.166        
  189           57            4           15           11          0.835          0.165        
  190           57            4           15           11          0.836          0.164        
  191           58            4           15           11          0.837          0.163        
  192           58            4           15           11          0.838          0.162        
  193           59            4           15           11          0.839          0.161        
  194           59            4           16           12          0.839          0.161        
  195           60            4           16           12          0.840          0.160        
  196           61            4           16           12          0.841          0.159        
  197           61            4           16           12          0.842          0.158        
  198           62            4           16           12          0.843          0.157        
  199           62            4           16           12          0.843          0.157        
  200           62            4           16           12          0.844          0.156        
  201           62            4           16           12          0.845          0.155        
  202           63            4           16           12          0.846          0.154        
  203           64            4           16           12          0.847          0.153        
  204           65            4           16           12          0.842          0.158        
  205           65            4           16           12          0.843          0.157        
  206           65            4           16           12          0.844          0.156        
  207           65            4           16           12          0.845          0.155        
  208           65            4           16           12          0.845          0.155        
  209           65            4           16           12          0.841          0.159        
  210           65            4           16           12          0.842          0.158        
  211           65            4           16           12          0.843          0.157        
  212           65            4           16           12          0.844          0.156        
  213           65            4           16           12          0.840          0.160        
  214           65            4           16           12          0.840          0.160        
  215           65            4           16           12          0.841          0.159        
  216           65            4           16           12          0.842          0.158        
  217           65            4           16           12          0.843          0.157        
  218           66            4           16           12          0.843          0.157        
  219           66            4           16           12          0.844          0.156        
  220           67            4           16           12          0.845          0.155        
